ENSMUSP00000109698,Crygc
ENSMUSP00000034049,Slc25a4 Anc1 Ant1
ENSMUSP00000034198,Gnao1 Gna0 Gnao
ENSMUSP00000035129,Ephb1
ENSMUSP00000035883,Aamdc 1810020D17Rik mCG_7056
ENSMUSP00000038075,Ccdc92 D5Bwg0834e
ENSMUSP00000038964,Rbm3
ENSMUSP00000042602,Apex1 Ape Apex Ref1
ENSMUSP00000049116,Alkbh5 Abh5 Ofoxd
ENSMUSP00000049708,Gpr158 Kiaa1136
ENSMUSP00000064545,Pdlim1 Clim1
ENSMUSP00000065940,Hmgb2 Hmg2
ENSMUSP00000081544,Oat
ENSMUSP00000088827,Fnd3c2
ENSMUSP00000097089,Nsd1
ENSMUSP00000099867,Myh7
ENSMUSP00000119762,Nrxn2
ENSMUSP00000123478,Stoml2
ENSMUSP00000007257,Clic1
ENSMUSP00000016463,Slc25a5 Ant2
ENSMUSP00000018645,Ncor1 mCG_23374
ENSMUSP00000021458,Sptb Spnb1 mCG_123942
ENSMUSP00000022480,Ogdhl
ENSMUSP00000025476,Txnl1 Trp32 Txnl
ENSMUSP00000026551,Dpysl4
ENSMUSP00000027036,Lypla1 Apt1 Pla1a
ENSMUSP00000028222,Hspa5 Grp78
ENSMUSP00000028610,Cat Cas-1 Cas1
ENSMUSP00000028892,Idh3b mCG_9915
ENSMUSP00000029382,Ppid
ENSMUSP00000031775,Cald1
ENSMUSP00000033770,Mecp2
ENSMUSP00000033810,Rbm41
ENSMUSP00000034947,Ppib
ENSMUSP00000037576,Sv2a Kiaa0736 Sv2
ENSMUSP00000038630,Cipc
ENSMUSP00000038653,Iqsec3 Kiaa1110
ENSMUSP00000043555,Smg6 Est1a Kiaa0732
ENSMUSP00000046101,Eef2
ENSMUSP00000049355,Gpi Gpi1
ENSMUSP00000049532,Gja8
ENSMUSP00000051479,Aff4 Alf4
ENSMUSP00000059871,Lgsn Gluld1 Lgs
ENSMUSP00000064876,Cadps2
ENSMUSP00000067028,Ankrd33 Panky
ENSMUSP00000081324,Macf1
ENSMUSP00000082156,Unc79
ENSMUSP00000084029,Kif1a
ENSMUSP00000084864,Hnrnpm Hnrpm
ENSMUSP00000087658,Ube2l3 Ubce7
ENSMUSP00000088723,Slc25a31 Aac4 Ant4 Sfec
ENSMUSP00000090398,Arid1b
ENSMUSP00000094750,Sept5 Pnutl1
ENSMUSP00000097754,Krt76
ENSMUSP00000099812,Wdsub1
ENSMUSP00000110417,Fhl1 mCG_9696
ENSMUSP00000111442,Ube2v2 Mms2 Uev2
